,zip_code,state,city,borough,date,mean_rent
27747,10075,NY,New York,MANHATTAN,2015-07-31,2306.155166924195
27775,10001,NY,New York,MANHATTAN,2015-07-31,4043.509711241528
28092,10038,NY,New York,MANHATTAN,2015-07-31,3707.606715944117
28183,10012,NY,New York,MANHATTAN,2015-07-31,3251.215188588502
29120,10017,NY,New York,MANHATTAN,2015-07-31,3101.7475707015296
29516,10018,NY,New York,MANHATTAN,2015-07-31,3656.6241766935095
29796,10005,NY,New York,MANHATTAN,2015-07-31,3557.350293819556
29841,10282,NY,New York,MANHATTAN,2015-07-31,5758.508465631914
29899,10004,NY,New York,MANHATTAN,2015-07-31,3701.0859016979
29913,10006,NY,New York,MANHATTAN,2015-07-31,3360.253091677065
29935,11109,NY,New York,QUEENS,2015-07-31,2930.2357470631064
29944,11385,NY,New York,QUEENS,2015-08-31,2332.5982674990337
29953,10467,NY,New York,BRONX,2015-08-31,1389.3771667777658
29954,11226,NY,New York,BROOKLYN,2015-08-31,1959.9376554563364
29969,11220,NY,New York,BROOKLYN,2015-08-31,1858.8447817853248
29973,11207,NY,New York,BROOKLYN,2015-08-31,2127.5789178064497
29975,11214,NY,New York,BROOKLYN,2015-08-31,1591.5902854441674
29977,10025,NY,New York,MANHATTAN,2015-08-31,3116.340243855679
29989,11221,NY,New York,BROOKLYN,2015-08-31,2253.857177911674
29995,10458,NY,New York,BRONX,2015-08-31,1422.901397899862
30003,11235,NY,New York,BROOKLYN,2015-08-31,1784.491298813953
30004,11223,NY,New York,BROOKLYN,2015-08-31,1565.8532451088358
30009,11206,NY,New York,BROOKLYN,2015-08-31,2938.693120289337
30020,11229,NY,New York,BROOKLYN,2015-08-31,1558.7970171696102
30022,11355,NY,New York,QUEENS,2015-08-31,1626.7484065305998
30031,11230,NY,New York,BROOKLYN,2015-08-31,1859.0825829523533
30034,11233,NY,New York,BROOKLYN,2015-08-31,2146.8138586191294
30038,10457,NY,New York,BRONX,2015-08-31,1272.194785134131
30048,10462,NY,New York,BRONX,2015-08-31,1382.6443962407352
30055,10029,NY,New York,MANHATTAN,2015-08-31,2403.4588284622328
30058,11218,NY,New York,BROOKLYN,2015-08-31,2207.744236160942
30074,10002,NY,New York,MANHATTAN,2015-08-31,3013.168009603693
30091,11375,NY,New York,QUEENS,2015-08-31,1967.6891153680965
30112,10463,NY,New York,BRONX,2015-08-31,2084.80600317404
30129,11215,NY,New York,BROOKLYN,2015-08-31,2687.39621931647
30168,11213,NY,New York,BROOKLYN,2015-08-31,2027.156136858036
30180,11209,NY,New York,BROOKLYN,2015-08-31,1753.2719008134793
30182,10027,NY,New York,MANHATTAN,2015-08-31,2445.763722759064
30207,11211,NY,New York,BROOKLYN,2015-08-31,3250.9938590862635
30229,11201,NY,New York,BROOKLYN,2015-08-31,3221.6594497167234
30230,10032,NY,New York,MANHATTAN,2015-08-31,2084.346073190039
30233,10023,NY,New York,MANHATTAN,2015-08-31,3442.9825441593207
30352,10128,NY,New York,MANHATTAN,2015-08-31,2654.15054380987
30362,11238,NY,New York,BROOKLYN,2015-08-31,2988.672228793761
30374,11216,NY,New York,BROOKLYN,2015-08-31,2276.847792028226
30378,10009,NY,New York,MANHATTAN,2015-08-31,3172.4790812436872
30382,11435,NY,New York,QUEENS,2015-08-31,1554.4779323318069
30383,10024,NY,New York,MANHATTAN,2015-08-31,3033.383514585527
30397,11225,NY,New York,BROOKLYN,2015-08-31,2096.586658905486
30402,10033,NY,New York,MANHATTAN,2015-08-31,2154.8488988402364
30510,10031,NY,New York,MANHATTAN,2015-08-31,2248.1116446780024
30555,11354,NY,New York,QUEENS,2015-08-31,2031.024385395793
30568,10003,NY,New York,MANHATTAN,2015-08-31,3275.6168760649025
30750,10016,NY,New York,MANHATTAN,2015-08-31,3574.24044918925
30835,10011,NY,New York,MANHATTAN,2015-08-31,3633.867855344704
30876,10461,NY,New York,BRONX,2015-08-31,1352.8593739379546
30929,11237,NY,New York,BROOKLYN,2015-08-31,2544.366932270829
30944,10028,NY,New York,MANHATTAN,2015-08-31,2700.873186963823
31053,11228,NY,New York,BROOKLYN,2015-08-31,1410.1173257991643
31058,11205,NY,New York,BROOKLYN,2015-08-31,2492.9154506641576
31102,10040,NY,New York,MANHATTAN,2015-08-31,1730.7518488134258
31196,11374,NY,New York,QUEENS,2015-08-31,1991.037944581704
31261,10019,NY,New York,MANHATTAN,2015-08-31,3518.989903400018
31382,10034,NY,New York,MANHATTAN,2015-08-31,1780.9585193235555
31461,10021,NY,New York,MANHATTAN,2015-08-31,2634.1782768071994
31603,11217,NY,New York,BROOKLYN,2015-08-31,2939.696800408286
31675,11101,NY,New York,QUEENS,2015-08-31,2716.3467185304658
31720,10026,NY,New York,MANHATTAN,2015-08-31,2602.5744841251417
31846,11222,NY,New York,BROOKLYN,2015-08-31,2752.7636557386445
31873,11231,NY,New York,BROOKLYN,2015-08-31,2842.4031137486286
31885,11106,NY,New York,QUEENS,2015-08-31,2117.116024730956
31897,11249,NY,New York,BROOKLYN,2015-08-31,3513.7810434159487
32049,11105,NY,New York,QUEENS,2015-08-31,2303.985226641253
32058,10010,NY,New York,MANHATTAN,2015-08-31,3603.776422614381
32198,10035,NY,New York,MANHATTAN,2015-08-31,2247.0390449486545
32325,11103,NY,New York,QUEENS,2015-08-31,1999.2812120405708
32473,10022,NY,New York,MANHATTAN,2015-08-31,3251.7886412363464
32833,10014,NY,New York,MANHATTAN,2015-08-31,3500.992166111179
32852,10030,NY,New York,MANHATTAN,2015-08-31,1947.75779438556
32892,11102,NY,New York,QUEENS,2015-08-31,2354.481772553255
33277,10065,NY,New York,MANHATTAN,2015-08-31,3012.5861537839883
33398,10013,NY,New York,MANHATTAN,2015-08-31,4696.07453295972
33733,10036,NY,New York,MANHATTAN,2015-08-31,3274.0225037448977
33735,10075,NY,New York,MANHATTAN,2015-08-31,2307.49328421933
33763,10001,NY,New York,MANHATTAN,2015-08-31,4025.6702481905454
34080,10038,NY,New York,MANHATTAN,2015-08-31,3748.4569648680094
34171,10012,NY,New York,MANHATTAN,2015-08-31,3250.384197685732
35108,10017,NY,New York,MANHATTAN,2015-08-31,3117.1756235176185
35504,10018,NY,New York,MANHATTAN,2015-08-31,3659.6197205233993
35784,10005,NY,New York,MANHATTAN,2015-08-31,3591.185765591942
35829,10282,NY,New York,MANHATTAN,2015-08-31,5718.402724458238
35887,10004,NY,New York,MANHATTAN,2015-08-31,3745.065726330269
35901,10006,NY,New York,MANHATTAN,2015-08-31,3369.928866430889
35923,11109,NY,New York,QUEENS,2015-08-31,2889.301351501165
35932,11385,NY,New York,QUEENS,2015-09-30,2387.372774882759
35941,10467,NY,New York,BRONX,2015-09-30,1375.208119732836
35942,11226,NY,New York,BROOKLYN,2015-09-30,1970.4785425867956
35957,11220,NY,New York,BROOKLYN,2015-09-30,1826.3329193031557
35961,11207,NY,New York,BROOKLYN,2015-09-30,2160.01600063696
35963,11214,NY,New York,BROOKLYN,2015-09-30,1612.21252779056
35965,10025,NY,New York,MANHATTAN,2015-09-30,3119.295812121025
35977,11221,NY,New York,BROOKLYN,2015-09-30,2291.925374198325
35983,10458,NY,New York,BRONX,2015-09-30,1436.076498502978
35991,11235,NY,New York,BROOKLYN,2015-09-30,1764.3130766516335
35992,11223,NY,New York,BROOKLYN,2015-09-30,1565.5628587136175
35997,11206,NY,New York,BROOKLYN,2015-09-30,2935.651515780543
36008,11229,NY,New York,BROOKLYN,2015-09-30,1645.249184122234
36010,11355,NY,New York,QUEENS,2015-09-30,1654.8432501404195
36019,11230,NY,New York,BROOKLYN,2015-09-30,1867.399557250604
36022,11233,NY,New York,BROOKLYN,2015-09-30,2144.1906289028934
36026,10457,NY,New York,BRONX,2015-09-30,1262.1515053906892
36036,10462,NY,New York,BRONX,2015-09-30,1414.097386234094
36043,10029,NY,New York,MANHATTAN,2015-09-30,2390.691004935858
36046,11218,NY,New York,BROOKLYN,2015-09-30,2225.630367793091
36062,10002,NY,New York,MANHATTAN,2015-09-30,3028.6514176903274
36079,11375,NY,New York,QUEENS,2015-09-30,1979.6522735677536
36100,10463,NY,New York,BRONX,2015-09-30,2106.768473328875
36117,11215,NY,New York,BROOKLYN,2015-09-30,2706.539003650761
36156,11213,NY,New York,BROOKLYN,2015-09-30,2066.447029007857
36168,11209,NY,New York,BROOKLYN,2015-09-30,1785.2931948789358
36170,10027,NY,New York,MANHATTAN,2015-09-30,2459.9201396034705
36195,11211,NY,New York,BROOKLYN,2015-09-30,3295.1617678968423
36217,11201,NY,New York,BROOKLYN,2015-09-30,3252.6924088417786
36218,10032,NY,New York,MANHATTAN,2015-09-30,2101.340983118758
36221,10023,NY,New York,MANHATTAN,2015-09-30,3453.4273444282303
36340,10128,NY,New York,MANHATTAN,2015-09-30,2659.0972375502374
36350,11238,NY,New York,BROOKLYN,2015-09-30,2996.302607717529
36362,11216,NY,New York,BROOKLYN,2015-09-30,2299.308382531535
36366,10009,NY,New York,MANHATTAN,2015-09-30,3187.529583540869
36370,11435,NY,New York,QUEENS,2015-09-30,1590.8052013676804
36371,10024,NY,New York,MANHATTAN,2015-09-30,3032.6899538413863
36385,11225,NY,New York,BROOKLYN,2015-09-30,2148.36822646878
36390,10033,NY,New York,MANHATTAN,2015-09-30,2172.0584129618
36498,10031,NY,New York,MANHATTAN,2015-09-30,2240.934066018142
36543,11354,NY,New York,QUEENS,2015-09-30,2035.4682799648483
36556,10003,NY,New York,MANHATTAN,2015-09-30,3274.7896133019426
36738,10016,NY,New York,MANHATTAN,2015-09-30,3578.335629899923
36823,10011,NY,New York,MANHATTAN,2015-09-30,3636.9739311342255
36864,10461,NY,New York,BRONX,2015-09-30,1366.7816836319212
36917,11237,NY,New York,BROOKLYN,2015-09-30,2523.2291653627367
36932,10028,NY,New York,MANHATTAN,2015-09-30,2720.105314762062
37041,11228,NY,New York,BROOKLYN,2015-09-30,1400.1509799751764
37046,11205,NY,New York,BROOKLYN,2015-09-30,2523.6231792717717
37090,10040,NY,New York,MANHATTAN,2015-09-30,1747.8746803940523
37184,11374,NY,New York,QUEENS,2015-09-30,2003.4988959957243
37249,10019,NY,New York,MANHATTAN,2015-09-30,3527.740536017608
37370,10034,NY,New York,MANHATTAN,2015-09-30,1783.0237903370798
37449,10021,NY,New York,MANHATTAN,2015-09-30,2648.0693348688696
37591,11217,NY,New York,BROOKLYN,2015-09-30,2942.204261543839
37663,11101,NY,New York,QUEENS,2015-09-30,2751.6553970396176
37708,10026,NY,New York,MANHATTAN,2015-09-30,2615.587742204359
37834,11222,NY,New York,BROOKLYN,2015-09-30,2775.6535807639075
37861,11231,NY,New York,BROOKLYN,2015-09-30,2838.2970902641096
37873,11106,NY,New York,QUEENS,2015-09-30,2070.5984746643408
37885,11249,NY,New York,BROOKLYN,2015-09-30,3578.4471240810226
38037,11105,NY,New York,QUEENS,2015-09-30,2297.070448934757
38046,10010,NY,New York,MANHATTAN,2015-09-30,3615.4164583084535
38186,10035,NY,New York,MANHATTAN,2015-09-30,2247.350910820269
38313,11103,NY,New York,QUEENS,2015-09-30,1994.4966752229775
38461,10022,NY,New York,MANHATTAN,2015-09-30,3256.9097733449785
38821,10014,NY,New York,MANHATTAN,2015-09-30,3524.8748172885444
38840,10030,NY,New York,MANHATTAN,2015-09-30,2000.6186207699343
38880,11102,NY,New York,QUEENS,2015-09-30,2360.845949793212
39265,10065,NY,New York,MANHATTAN,2015-09-30,3037.574292744001
39386,10013,NY,New York,MANHATTAN,2015-09-30,4668.164843319933
39721,10036,NY,New York,MANHATTAN,2015-09-30,3281.4963911151376
39723,10075,NY,New York,MANHATTAN,2015-09-30,2314.0489070690164
39751,10001,NY,New York,MANHATTAN,2015-09-30,4014.194041841124
40068,10038,NY,New York,MANHATTAN,2015-09-30,3761.797786663005
40159,10012,NY,New York,MANHATTAN,2015-09-30,3264.492532494848
41096,10017,NY,New York,MANHATTAN,2015-09-30,3119.791990695548
41492,10018,NY,New York,MANHATTAN,2015-09-30,3665.084850735771
41772,10005,NY,New York,MANHATTAN,2015-09-30,3619.5631491680406
41817,10282,NY,New York,MANHATTAN,2015-09-30,5747.762346401161
41875,10004,NY,New York,MANHATTAN,2015-09-30,3820.674811559554
41889,10006,NY,New York,MANHATTAN,2015-09-30,3366.8226953454378
41911,11109,NY,New York,QUEENS,2015-09-30,2921.51175244314
41920,11385,NY,New York,QUEENS,2015-10-31,2385.0675108981413
41929,10467,NY,New York,BRONX,2015-10-31,1387.9041227010437
41930,11226,NY,New York,BROOKLYN,2015-10-31,2015.2496571946797
41945,11220,NY,New York,BROOKLYN,2015-10-31,1899.392847821962
41949,11207,NY,New York,BROOKLYN,2015-10-31,2129.0421265774357
41951,11214,NY,New York,BROOKLYN,2015-10-31,1634.1369306324946
41953,10025,NY,New York,MANHATTAN,2015-10-31,3128.902541344906
41965,11221,NY,New York,BROOKLYN,2015-10-31,2298.572571959791
41971,10458,NY,New York,BRONX,2015-10-31,1450.0138447344336
41979,11235,NY,New York,BROOKLYN,2015-10-31,1773.6552366139624
41980,11223,NY,New York,BROOKLYN,2015-10-31,1542.579346864271
41985,11206,NY,New York,BROOKLYN,2015-10-31,2978.3339241357558
41996,11229,NY,New York,BROOKLYN,2015-10-31,1698.5632166322412
41998,11355,NY,New York,QUEENS,2015-10-31,1674.149904023854
42007,11230,NY,New York,BROOKLYN,2015-10-31,1928.324626138665
42010,11233,NY,New York,BROOKLYN,2015-10-31,2155.538158445194
42014,10457,NY,New York,BRONX,2015-10-31,1323.356191898213
42024,10462,NY,New York,BRONX,2015-10-31,1376.611963710997
42031,10029,NY,New York,MANHATTAN,2015-10-31,2375.720859741276
42034,11218,NY,New York,BROOKLYN,2015-10-31,2251.999086693792
42050,10002,NY,New York,MANHATTAN,2015-10-31,3010.5227166559143
42067,11375,NY,New York,QUEENS,2015-10-31,2004.3215159373992
42088,10463,NY,New York,BRONX,2015-10-31,2105.092230380876
42105,11215,NY,New York,BROOKLYN,2015-10-31,2722.2933292434354
42144,11213,NY,New York,BROOKLYN,2015-10-31,2121.356337737588
42156,11209,NY,New York,BROOKLYN,2015-10-31,1783.9297748416495
42158,10027,NY,New York,MANHATTAN,2015-10-31,2482.33689445504
42183,11211,NY,New York,BROOKLYN,2015-10-31,3292.1908794361834
42205,11201,NY,New York,BROOKLYN,2015-10-31,3278.5317820274377
42206,10032,NY,New York,MANHATTAN,2015-10-31,2138.6826046614856
42209,10023,NY,New York,MANHATTAN,2015-10-31,3471.7553568680955
42328,10128,NY,New York,MANHATTAN,2015-10-31,2663.4043224857987
42338,11238,NY,New York,BROOKLYN,2015-10-31,3056.600226489262
42350,11216,NY,New York,BROOKLYN,2015-10-31,2311.424402409327
42354,10009,NY,New York,MANHATTAN,2015-10-31,3185.727915676813
42358,11435,NY,New York,QUEENS,2015-10-31,1504.4004982528766
42359,10024,NY,New York,MANHATTAN,2015-10-31,3054.3703231283694
42373,11225,NY,New York,BROOKLYN,2015-10-31,2161.2302962938625
42378,10033,NY,New York,MANHATTAN,2015-10-31,2184.7018368197955
42486,10031,NY,New York,MANHATTAN,2015-10-31,2228.990953856345
42531,11354,NY,New York,QUEENS,2015-10-31,2073.14241975698
42544,10003,NY,New York,MANHATTAN,2015-10-31,3264.676072660932
42726,10016,NY,New York,MANHATTAN,2015-10-31,3607.78773581114
42811,10011,NY,New York,MANHATTAN,2015-10-31,3654.076825406365
42852,10461,NY,New York,BRONX,2015-10-31,1369.3421953163568
42905,11237,NY,New York,BROOKLYN,2015-10-31,2478.9699128165453
42920,10028,NY,New York,MANHATTAN,2015-10-31,2737.120232783062
43029,11228,NY,New York,BROOKLYN,2015-10-31,1371.7332329571057
43034,11205,NY,New York,BROOKLYN,2015-10-31,2526.6819768765
43078,10040,NY,New York,MANHATTAN,2015-10-31,1756.2053224152685
43172,11374,NY,New York,QUEENS,2015-10-31,1974.7338287667485
43237,10019,NY,New York,MANHATTAN,2015-10-31,3531.3756849841034
43358,10034,NY,New York,MANHATTAN,2015-10-31,1796.5563095591026
43437,10021,NY,New York,MANHATTAN,2015-10-31,2672.390513297083
43579,11217,NY,New York,BROOKLYN,2015-10-31,2959.5821963561725
43651,11101,NY,New York,QUEENS,2015-10-31,2786.721179213528
43696,10026,NY,New York,MANHATTAN,2015-10-31,2622.83488022283
43822,11222,NY,New York,BROOKLYN,2015-10-31,2800.190773753181
43849,11231,NY,New York,BROOKLYN,2015-10-31,2859.6168959278752
43861,11106,NY,New York,QUEENS,2015-10-31,2073.0634504125974
43873,11249,NY,New York,BROOKLYN,2015-10-31,3548.2854162584026
44025,11105,NY,New York,QUEENS,2015-10-31,2309.144918343085
44034,10010,NY,New York,MANHATTAN,2015-10-31,3608.559547239459
44174,10035,NY,New York,MANHATTAN,2015-10-31,2282.189722865751
44301,11103,NY,New York,QUEENS,2015-10-31,1931.675845309315
44449,10022,NY,New York,MANHATTAN,2015-10-31,3254.015801276472
44809,10014,NY,New York,MANHATTAN,2015-10-31,3528.020012236981
44828,10030,NY,New York,MANHATTAN,2015-10-31,2032.35320345391
44868,11102,NY,New York,QUEENS,2015-10-31,2381.671701797347
45253,10065,NY,New York,MANHATTAN,2015-10-31,3050.000005506433
45374,10013,NY,New York,MANHATTAN,2015-10-31,4639.29125684336
45709,10036,NY,New York,MANHATTAN,2015-10-31,3282.240544680817
45711,10075,NY,New York,MANHATTAN,2015-10-31,2310.711928288074
45739,10001,NY,New York,MANHATTAN,2015-10-31,4039.3620189635785
46056,10038,NY,New York,MANHATTAN,2015-10-31,3764.166692572289
46147,10012,NY,New York,MANHATTAN,2015-10-31,3222.527790467
47084,10017,NY,New York,MANHATTAN,2015-10-31,3105.70589437206
47480,10018,NY,New York,MANHATTAN,2015-10-31,3640.170083890013
47760,10005,NY,New York,MANHATTAN,2015-10-31,3649.131345099698
47805,10282,NY,New York,MANHATTAN,2015-10-31,5843.78776770617
47863,10004,NY,New York,MANHATTAN,2015-10-31,3822.1617758178063
47877,10006,NY,New York,MANHATTAN,2015-10-31,3353.7555498823303
47899,11109,NY,New York,QUEENS,2015-10-31,2916.0239914569024
47908,11385,NY,New York,QUEENS,2015-11-30,2369.348981158839
47917,10467,NY,New York,BRONX,2015-11-30,1384.3625798966489
47918,11226,NY,New York,BROOKLYN,2015-11-30,2011.1847223436705
47933,11220,NY,New York,BROOKLYN,2015-11-30,1854.529063052049
47937,11207,NY,New York,BROOKLYN,2015-11-30,2125.315385257324
47939,11214,NY,New York,BROOKLYN,2015-11-30,1601.4507167941497
47941,10025,NY,New York,MANHATTAN,2015-11-30,3140.86688186798
47953,11221,NY,New York,BROOKLYN,2015-11-30,2340.3336730055803
47959,10458,NY,New York,BRONX,2015-11-30,1453.568320610925
47967,11235,NY,New York,BROOKLYN,2015-11-30,1809.6431545298808
47968,11223,NY,New York,BROOKLYN,2015-11-30,1555.0422916379534
47973,11206,NY,New York,BROOKLYN,2015-11-30,2999.6480550789765
47984,11229,NY,New York,BROOKLYN,2015-11-30,1745.0448380406456
47986,11355,NY,New York,QUEENS,2015-11-30,1607.1766062430236
47995,11230,NY,New York,BROOKLYN,2015-11-30,1930.7471814095045
47998,11233,NY,New York,BROOKLYN,2015-11-30,2171.691156485004
48002,10457,NY,New York,BRONX,2015-11-30,1361.843136938512
48012,10462,NY,New York,BRONX,2015-11-30,1363.599978058402
48019,10029,NY,New York,MANHATTAN,2015-11-30,2364.2490243370926
48022,11218,NY,New York,BROOKLYN,2015-11-30,2219.1593197719444
48038,10002,NY,New York,MANHATTAN,2015-11-30,2983.0855499697323
48055,11375,NY,New York,QUEENS,2015-11-30,2025.0350552228908
48076,10463,NY,New York,BRONX,2015-11-30,2100.350713957042
48093,11215,NY,New York,BROOKLYN,2015-11-30,2732.193505223789
48132,11213,NY,New York,BROOKLYN,2015-11-30,2117.438210478713
48144,11209,NY,New York,BROOKLYN,2015-11-30,1798.142461975094
48146,10027,NY,New York,MANHATTAN,2015-11-30,2513.1257174092298
48171,11211,NY,New York,BROOKLYN,2015-11-30,3262.097846702577
48193,11201,NY,New York,BROOKLYN,2015-11-30,3276.8008943244054
48194,10032,NY,New York,MANHATTAN,2015-11-30,2144.836029090537
48197,10023,NY,New York,MANHATTAN,2015-11-30,3464.96217794986
48316,10128,NY,New York,MANHATTAN,2015-11-30,2658.864077269668
48326,11238,NY,New York,BROOKLYN,2015-11-30,3093.1708245663403
48338,11216,NY,New York,BROOKLYN,2015-11-30,2340.608588340516
48342,10009,NY,New York,MANHATTAN,2015-11-30,3159.155317501672
48346,11435,NY,New York,QUEENS,2015-11-30,1459.617126658395
48347,10024,NY,New York,MANHATTAN,2015-11-30,3060.538692529009
48361,11225,NY,New York,BROOKLYN,2015-11-30,2189.629165215288
48366,10033,NY,New York,MANHATTAN,2015-11-30,2204.766885447955
48474,10031,NY,New York,MANHATTAN,2015-11-30,2260.8001513125846
48519,11354,NY,New York,QUEENS,2015-11-30,2095.9472179399145
48532,10003,NY,New York,MANHATTAN,2015-11-30,3241.584032425672
48714,10016,NY,New York,MANHATTAN,2015-11-30,3594.9475908178574
48799,10011,NY,New York,MANHATTAN,2015-11-30,3646.418813215442
48840,10461,NY,New York,BRONX,2015-11-30,1350.0742204627695
48893,11237,NY,New York,BROOKLYN,2015-11-30,2531.7520455853232
48908,10028,NY,New York,MANHATTAN,2015-11-30,2726.97552876152
49017,11228,NY,New York,BROOKLYN,2015-11-30,1309.446914309176
49022,11205,NY,New York,BROOKLYN,2015-11-30,2513.682431889755
49066,10040,NY,New York,MANHATTAN,2015-11-30,1741.1876739014272
49160,11374,NY,New York,QUEENS,2015-11-30,1986.1669481959143
49225,10019,NY,New York,MANHATTAN,2015-11-30,3509.6050022922564
49346,10034,NY,New York,MANHATTAN,2015-11-30,1806.206438142872
49425,10021,NY,New York,MANHATTAN,2015-11-30,2660.9769040241017
49567,11217,NY,New York,BROOKLYN,2015-11-30,2973.304121267145
49639,11101,NY,New York,QUEENS,2015-11-30,2831.1372894875103
49684,10026,NY,New York,MANHATTAN,2015-11-30,2671.9233703753557
49810,11222,NY,New York,BROOKLYN,2015-11-30,2850.6553939137048
49837,11231,NY,New York,BROOKLYN,2015-11-30,2885.692331598039
49849,11106,NY,New York,QUEENS,2015-11-30,2071.4943403770685
49861,11249,NY,New York,BROOKLYN,2015-11-30,3589.5147115875425
50013,11105,NY,New York,QUEENS,2015-11-30,2323.981649986501
50022,10010,NY,New York,MANHATTAN,2015-11-30,3593.2497580683867
50162,10035,NY,New York,MANHATTAN,2015-11-30,2318.605134955164
50289,11103,NY,New York,QUEENS,2015-11-30,1896.175594217045
